accuracy,f1,zscore_accuracy,zscore_f1
0.6666666666666666,0.6644295302013423,-0.8850826791795648,-0.9099066858855535
0.6933333333333334,0.7032258064516129,0.013478416434205033,0.3130184305616122
0.6866666666666666,0.6845637583892618,-0.21116185746923838,-0.275241307372237
0.67,0.6688963210702341,-0.7727625422278412,-0.76910578251415
0.6166666666666667,0.6302250803858521,-2.5698847334553774,-1.9880895636386169
0.72,0.732484076433121,0.9120395120479712,1.2352892431870577
0.74,0.7291666666666666,1.5859603337582977,1.1307188019732353
0.7066666666666667,0.7006802721088435,0.4627589642410881,0.2327788255420507
0.7,0.7077922077922078,0.23811869033764468,0.4569592267134716
0.6533333333333333,0.6578947368421053,-1.3343632269864478,-1.1158945718942614
0.67,0.6621160409556314,-0.7727625422278412,-0.9828318317670631
0.73,0.7272727272727273,1.2489999229031343,1.071018586443891
0.6933333333333334,0.695364238410596,0.013478416434205033,0.06520833275742288
0.67,0.6796116504854369,-0.7727625422278412,-0.4313402354208193
0.6633333333333333,0.6688524590163935,-0.9974028161312847,-0.7704883896219732
0.7233333333333334,0.7381703470031545,1.0243596489996947,1.4145302366821457
0.7133333333333334,0.73125,0.6873992381445315,1.1963890390555159
0.67,0.6732673267326733,-0.7727625422278412,-0.6313241930067705
0.6966666666666667,0.7250755287009063,0.12579855338592486,1.001759121902291
0.6933333333333334,0.6666666666666666,0.013478416434205033,-0.8393883104951873
0.6933333333333334,0.7177914110429447,0.013478416434205033,0.7721512498061809
0.7033333333333334,0.7138263665594855,0.35043882728936826,0.647166252396313
0.71,0.7050847457627119,0.5750791011928079,0.3716153834967026
0.69,0.6970684039087948,-0.09884172051751854,0.11892654985861696
0.6966666666666667,0.6976744186046512,0.12579855338592486,0.13802917165969078
0.7033333333333334,0.7043189368770764,0.35043882728936826,0.3474757749785907
0.7133333333333334,0.7013888888888888,0.6873992381445315,0.25511564087615823
0.7133333333333334,0.7261146496815286,0.6873992381445315,1.034513996056518
0.7,0.6830985915492958,0.23811869033764468,-0.3214258771701555
0.7133333333333334,0.7133333333333334,0.6873992381445315,0.631625000147904
0.7133333333333334,0.7278481012658228,0.6873992381445315,1.0891553607819193
0.6933333333333334,0.6933333333333334,0.013478416434205033,0.0011907241580082666
0.75,0.7368421052631579,1.9229207446134609,1.3726617806974275
0.68,0.6778523489932886,-0.43580213137267804,-0.4867964335433425
0.6533333333333333,0.6462585034013606,-1.3343632269864478,-1.4826885921175266
0.6766666666666666,0.6472727272727272,-0.5481222683244016,-1.4507185175156923
0.6633333333333333,0.6644518272425249,-0.9974028161312847,-0.9092038449348194
0.65,0.6416382252559727,-1.4466833639381678,-1.6283276774905044
0.7033333333333334,0.7156549520766773,0.35043882728936826,0.7048064017271335
0.67,0.6550522648083623,-0.7727625422278412,-1.205494161824976
0.6966666666666667,0.6956521739130435,0.12579855338592486,0.07428455325828462
0.61,0.6163934426229508,-2.794525007358821,-2.424086490579076
0.6466666666666666,0.6442953020134228,-1.5590035008898913,-1.5445720643988734
0.71,0.6968641114982579,0.5750791011928079,0.11248690296226464
0.7333333333333333,0.7368421052631579,1.3613200598548543,1.3726617806974275
0.6966666666666667,0.6738351254480287,0.12579855338592486,-0.613426204405617
0.7433333333333333,0.7424749163879598,1.6982804707100174,1.550217640860045
0.6966666666666667,0.6872852233676976,0.12579855338592486,-0.18945606720663433
0.7033333333333334,0.7192429022082019,0.35043882728936826,0.8179047388999108
0.7433333333333333,0.7389830508474576,1.6982804707100174,1.4401480546660173
